owner_id,name,revised_state,cluster,territory,status,category,category_repo,Product_group,Revenue,Sale_Qty,return_amount,Ret_Qty,Net_Rev,Net_Qty,ABS_Given_or_not_FY26,ABS_Amt_Fy26,ABS_Given_or_not_FY27,ABS_Amt_Fy27,TM,SM,return_pct,net_efficiency,abs_flag_fy27,abs_flag_fy26,Net_Rev_in_lacs
11485817,SRI DURGA BHAVANI TRADERS,KR,NORTH KARNATAKA,RAICHUR,ACTIVE,Seeds,Seeds - FC,Cotton,135150.0,150.0,129744.0,144.0,5406.0,6.0,NO,0.0,NO,0.0,SHAIK.SHAHID@AGROSTAR.IN,VACANT-RAICHUR,1.0,0.0,False,False,0.0
11356142,SRI VEERABHADRESHWARA TRADERS,KR,NORTH KARNATAKA,RAICHUR,ACTIVE,Seeds,Seeds - FC,Cotton,81090.0,90.0,76585.0,85.0,4505.0,5.0,NO,0.0,NO,0.0,SHAIK.SHAHID@AGROSTAR.IN,VACANT-RAICHUR,1.0,0.0,False,False,0.0
11416876,SRI GURU KRUPA KRUSHI KENDRA,KR,NORTH KARNATAKA,RAICHUR,ACTIVE,Seeds,Seeds - FC,Cotton,189210.0,210.0,189210.0,210.0,0.0,0.0,NO,0.0,NO,0.0,SHAIK.SHAHID@AGROSTAR.IN,VACANT-RAICHUR,1.0,0.0,False,False,0.0
9978680,OMKAR KRISHI KENDRA BHADRAWATI,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,142500.0,150.0,0.0,0.0,142500.0,150.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,1.0
12013451,MAZESHET AGRI CLINIC AND SERVICES,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,138000.0,150.0,0.0,0.0,138000.0,150.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,1.0
11980895,BHUMIPUTRA KRUSHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,121307.0,132.0,0.0,0.0,121307.0,132.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,1.0
541480,JAGDAMB KRUSHI KENDRA .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,93840.0,102.0,0.0,0.0,93840.0,102.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,1.0
7496801,SHIVMANGLYA FARMERS PRODUCER COMPANY LIMITED .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,93840.0,102.0,0.0,0.0,93840.0,102.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,1.0
601379,KIRAN KRISHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,93840.0,102.0,0.0,0.0,93840.0,102.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-SELOO,0.0,1.0,False,False,1.0
9413866,SHRI JANSEWA KRISHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,91800.0,102.0,0.0,0.0,91800.0,102.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,1.0
230066,SHRIKRISHNA KRISHI KENDRA .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,72185.0,78.0,0.0,0.0,72185.0,78.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,1.0
2954920,Kunal Krishi Kendra Wansadi  .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,61000.0,65.0,0.0,0.0,61000.0,65.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,1.0
11572426,Saibaba krishi kendra  Gowari,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,55500.0,60.0,0.0,0.0,55500.0,60.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,1.0
10315978,DHANASHRI KRUSHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,55200.0,60.0,0.0,0.0,55200.0,60.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,1.0
8475753,SHETAKI BHANDAR,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,54728.0,60.0,0.0,0.0,54728.0,60.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,1.0
577163,JANARDAN AGRO CENTER,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,48450.0,51.0,0.0,0.0,48450.0,51.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11210154,JAI SANTOSHI KRUSHI SEVA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,46920.0,51.0,0.0,0.0,46920.0,51.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,0.0
12143974,KRUSHI PRAGATI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,45139.0,50.0,0.0,0.0,45139.0,50.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11300255,JAY AMBAY KRUSHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-ARVI,0.0,1.0,False,False,0.0
12154066,ANDE KRUSHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,0.0
12118011,Modinwar krishi kendra,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
12152666,MAYUR AGRO AGENCY,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
9877984,KISAN KRISHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-KARANJA,0.0,1.0,False,False,0.0
8031487,JAI JAGNNATH KRUSHI SEWA KENDRA  WARORA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
12116277,Jai shree Ram agro ajency,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
5814297,TUSHAR KRUSHI KENDRA .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11426465,MAHALAXMI KRUSHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27600.0,30.0,0.0,0.0,27600.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
12099464,M/S SHREE JANKESHWAR AGRO,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27366.0,30.0,0.0,0.0,27366.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,0.0
11976671,SHREE RAJ KRUSHI SEWA KENDRA KONDHALI,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,27030.0,30.0,0.0,0.0,27030.0,30.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
12097461,KRUSHIBHUSHAN AGRO AGENCIES,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,13800.0,15.0,0.0,0.0,13800.0,15.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
9304201,SAMRUDDHI KRISHI SEWA KENDRA KELZAR,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,13500.0,15.0,0.0,0.0,13500.0,15.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-SELOO,0.0,1.0,False,False,0.0
11834760,SHUBHAM AGRO SERVICE .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,11036.0,12.0,0.0,0.0,11036.0,12.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
12162767,SHRI BALAJI AGRO AGENCY,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,9500.0,10.0,0.0,0.0,9500.0,10.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
9171604,RADHIKA SHETAKRI SHUVIDHA KENDRA  DEORI,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,8100.0,9.0,0.0,0.0,8100.0,9.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
12192130,Vishakha krishi kendra  .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,11040.0,12.0,5520.0,6.0,5520.0,6.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,0.0,False,False,0.0
12180096,Bhoyar agro Aygancis ,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,2760.0,3.0,0.0,0.0,2760.0,3.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,0.0
12116874,Shri sai krushi kendra,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Chickpea,2760.0,3.0,0.0,0.0,2760.0,3.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,0.0
11304986,ABHAY SEEDS,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,156356.0,100.0,0.0,0.0,156356.0,100.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,2.0
11426465,MAHALAXMI KRUSHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,129487.0,80.0,0.0,0.0,129487.0,80.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,1.0
541480,JAGDAMB KRUSHI KENDRA .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,128600.0,80.0,0.0,0.0,128600.0,80.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,1.0
8475753,SHETAKI BHANDAR,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,118574.0,75.0,0.0,0.0,118574.0,75.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,1.0
9413866,SHRI JANSEWA KRISHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,89113.0,60.0,0.0,0.0,89113.0,60.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,1.0
12152666,MAYUR AGRO AGENCY,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,80750.0,50.0,0.0,0.0,80750.0,50.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,1.0
1678131,ROSHAN SEEDS CENTER,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,79690.0,50.0,0.0,0.0,79690.0,50.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,1.0
11976671,SHREE RAJ KRUSHI SEWA KENDRA KONDHALI,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,77710.0,50.0,0.0,0.0,77710.0,50.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,1.0
3563574,AKSHAY SEEDS Wardha .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,74720.0,50.0,0.0,0.0,74720.0,50.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,1.0
4294341,ANUP KRISHI KENDRA .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,74691.0,50.0,0.0,0.0,74691.0,50.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,1.0
12116277,Jai shree Ram agro ajency,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,62425.0,40.0,0.0,0.0,62425.0,40.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,1.0
11572426,Saibaba krishi kendra  Gowari,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,62332.0,40.0,0.0,0.0,62332.0,40.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,1.0
11980895,BHUMIPUTRA KRUSHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,62020.0,40.0,0.0,0.0,62020.0,40.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,1.0
12013451,MAZESHET AGRI CLINIC AND SERVICES,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,57480.0,36.0,0.0,0.0,57480.0,36.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,1.0
12049391,AASARA KRUSHI SEVA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,48900.0,30.0,0.0,0.0,48900.0,30.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
10683963,MADAN KRUSHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,48300.0,30.0,0.0,0.0,48300.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,0.0
11931555,Maa Tuljai krushi seva kendra,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,48257.0,30.0,0.0,0.0,48257.0,30.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
230066,SHRIKRISHNA KRISHI KENDRA .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,48000.0,30.0,0.0,0.0,48000.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
8857628,PRAJWAL AGRO AGENCIES YENI KONI,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,47866.0,30.0,0.0,0.0,47866.0,30.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
12088449,TRIMURTI AGRO AGENCY,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,47776.0,30.0,0.0,0.0,47776.0,30.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
1697036,KATKAR TRADERS,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,47470.0,30.0,0.0,0.0,47470.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,0.0
12143974,KRUSHI PRAGATI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,47368.0,30.0,0.0,0.0,47368.0,30.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
8186533,OM SAI KRUSHI KENDRA KONDHALI,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,47289.0,30.0,0.0,0.0,47289.0,30.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
9877984,KISAN KRISHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,40150.0,25.0,0.0,0.0,40150.0,25.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-KARANJA,0.0,1.0,False,False,0.0
11210154,JAI SANTOSHI KRUSHI SEVA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,39250.0,25.0,0.0,0.0,39250.0,25.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,0.0
11684516,JAI KISAN KRUSHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,35904.0,23.0,0.0,0.0,35904.0,23.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11300255,JAY AMBAY KRUSHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,32600.0,20.0,0.0,0.0,32600.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-ARVI,0.0,1.0,False,False,0.0
10303518,PARAMHANS KRUSHI KENDRA .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,32543.0,20.0,0.0,0.0,32543.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,0.0
9978680,OMKAR KRISHI KENDRA BHADRAWATI,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,31700.0,20.0,0.0,0.0,31700.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
601379,KIRAN KRISHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,31400.0,20.0,0.0,0.0,31400.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-SELOO,0.0,1.0,False,False,0.0
12102529,BHAGYODAY KRUSHI SEVA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,31400.0,20.0,0.0,0.0,31400.0,20.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
577163,JANARDAN AGRO CENTER,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,31400.0,20.0,0.0,0.0,31400.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
12118011,Modinwar krishi kendra,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,31400.0,20.0,0.0,0.0,31400.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11834760,SHUBHAM AGRO SERVICE .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,31354.0,20.0,0.0,0.0,31354.0,20.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
12099464,M/S SHREE JANKESHWAR AGRO,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,31235.0,20.0,0.0,0.0,31235.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,0.0
12098072,UDAYKIRAN KRUSHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,30040.0,20.0,0.0,0.0,30040.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
9549666,MAA BHAWANI KRUSHI BHANDAR,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,28200.0,20.0,0.0,0.0,28200.0,20.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-SELOO,0.0,1.0,False,False,0.0
12102933,Krushigandh,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,23550.0,15.0,0.0,0.0,23550.0,15.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
12275694,Radhesham traders,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,22270.0,14.0,0.0,0.0,22270.0,14.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,0.0
2954920,Kunal Krishi Kendra Wansadi  .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,20368.0,13.0,0.0,0.0,20368.0,13.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
12097461,KRUSHIBHUSHAN AGRO AGENCIES,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,15946.0,10.0,0.0,0.0,15946.0,10.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
9304201,SAMRUDDHI KRISHI SEWA KENDRA KELZAR,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,15943.0,10.0,0.0,0.0,15943.0,10.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-SELOO,0.0,1.0,False,False,0.0
12192130,Vishakha krishi kendra  .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,23550.0,15.0,7850.0,5.0,15700.0,10.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
12154066,ANDE KRUSHI SEWA KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,7850.0,5.0,0.0,0.0,7850.0,5.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,0.0
9199102,AROHI KRUSHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,4482.0,3.0,0.0,0.0,4482.0,3.0,NO,0.0,NO,0.0,VACANT-WARDHA,GANESH.DATE@AGROSTAR.IN,0.0,1.0,False,False,0.0
12116874,Shri sai krushi kendra,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,1630.0,1.0,0.0,0.0,1630.0,1.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-WARDHA,0.0,1.0,False,False,0.0
12180096,Bhoyar agro Aygancis ,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,1600.0,1.0,0.0,0.0,1600.0,1.0,NO,0.0,NO,0.0,VACANT-WARDHA,SAGAR.PAL@AGROSTAR.IN,0.0,1.0,False,False,0.0
1410370,SHRI BALIRAJA K KRUSHI KENDRA,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,47409.0,30.0,47409.0,30.0,0.0,0.0,NO,0.0,NO,0.0,NILESH.DHANBHAR@AGROSTAR.IN,HITESH.TEMBHEKAR@AGROSTAR.IN,1.0,0.0,False,False,0.0
8303791,HONEY AGRO AGENCY SAHUR  .,MH,AMRAVATI,WARDHA,ACTIVE,Seeds,Seeds - FC,Wheat,105839.0,97.0,29016.0,30.0,76823.0,67.0,NO,0.0,NO,0.0,VACANT-WARDHA,VACANT-ARVI,0.0,1.0,False,False,1.0
11019605,MANSHURI KRASHI SEWA KENDRA,MP,KHARGONE,KHANDWA,ACTIVE,Seeds,Seeds - FC,Maize,35488.0,24.0,0.0,0.0,35488.0,24.0,NO,0.0,NO,0.0,ARUN.RATHORE@AGROSTAR.IN,VACANT-KHANDWA,0.0,1.0,False,False,0.0
8871187,Raj Agritech . .,MP,KHARGONE,KHANDWA,ACTIVE,Seeds,Seeds - FC,Maize,22792.0,16.0,0.0,0.0,22792.0,16.0,NO,0.0,NO,0.0,ARUN.RATHORE@AGROSTAR.IN,VACANT-KHANDWA,0.0,1.0,False,False,0.0
9470476,M/s JAY GAJANAN KRISHI SEVA KENDRA .,MP,KHARGONE,KHANDWA,ACTIVE,Seeds,Seeds - FC,Maize,21440.0,16.0,0.0,0.0,21440.0,16.0,NO,0.0,NO,0.0,ARUN.RATHORE@AGROSTAR.IN,VACANT-BURHANPUR,0.0,1.0,False,False,0.0
